0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Event
0.22376754879951477,0.1843615621328354,0.1523074060678482,0.19993174076080322,0.21756519377231598,0.14129705727100372,0.15198571979999542,0.1585020273923874,0.892491340637207,0.6715880036354065,0.3309282064437866,0.6526158452033997,0.5879796147346497,0.37341824173927307,0.5652517080307007,0.560244083404541,1.4850012063980103,1.2018699645996094,0.5677592754364014,1.241552710533142,1.2610753774642944,0.8100406527519226,1.0062000751495361,0.9878409504890442,3.171389102935791,2.9381160736083984,1.9442775249481201,4.100592136383057,3.968606472015381,4.212276935577393,3.2133641242980957,3.216874122619629,2.239516258239746,1.9258015155792236,5.041317462921143,2.9778060913085938,2.1482152938842773,1.3180423974990845,2.2933552265167236,2.3038628101348877,0
0.2193463295698166,0.17710041999816895,0.15401096642017365,0.19253891706466675,0.20491835474967957,0.1368834227323532,0.14491410553455353,0.15198571979999542,0.9054325222969055,0.6871707439422607,0.3472937345504761,0.6602081656455994,0.5972176790237427,0.36713847517967224,0.5721790790557861,0.5652517080307007,1.5341023206710815,1.244982361793518,0.5344643592834473,1.2351539134979248,1.2763961553573608,0.7942097187042236,1.020294427871704,1.0062000751495361,3.158046007156372,2.941648244857788,1.9943832159042358,4.0834527015686035,3.958508014678955,4.2080841064453125,3.216956377029419,3.2133641242980957,2.240954875946045,1.9589247703552246,5.067359924316406,3.009737491607666,2.135416030883789,1.3220551013946533,2.2781455516815186,2.2933552265167236,0
0.21088974177837372,0.1742609739303589,0.14754532277584076,0.19245551526546478,0.20310544967651367,0.13289816677570343,0.1382390558719635,0.14491410553455353,0.9132857918739319,0.6903917193412781,0.3519849479198456,0.6540784239768982,0.6065405011177063,0.3678586184978485,0.5747984647750854,0.5721790790557861,1.5826209783554077,1.284494161605835,0.5196506381034851,1.2238194942474365,1.3025383949279785,0.785234272480011,1.0347119569778442,1.020294427871704,3.1409544944763184,2.963881731033325,2.0608949661254883,4.061837196350098,3.9417083263397217,4.211061954498291,3.2128281593322754,3.216956377029419,2.237549304962158,1.9916973114013672,5.074131011962891,3.03824520111084,2.1180896759033203,1.3137809038162231,2.255364418029785,2.2781455516815186,0
0.20073144137859344,0.16627688705921173,0.15248508751392365,0.1881025731563568,0.1991756558418274,0.1340171992778778,0.14081531763076782,0.1382390558719635,0.9147241115570068,0.7076706290245056,0.35130706429481506,0.6524902582168579,0.6005873680114746,0.35628628730773926,0.580134928226471,0.5747984647750854,1.6355972290039062,1.308302879333496,0.49527037143707275,1.2094355821609497,1.3332080841064453,0.7777041792869568,1.0375787019729614,1.0347119569778442,3.1250572204589844,2.9851438999176025,2.120342969894409,4.038702487945557,3.914316415786743,4.2034406661987305,3.2110021114349365,3.2128281593322754,2.2118000984191895,2.0158472061157227,5.008322715759277,3.0627524852752686,2.0928797721862793,1.2949869632720947,2.216063976287842,2.255364418029785,0
0.19118112325668335,0.17766259610652924,0.15877343714237213,0.1952717900276184,0.1937638372182846,0.13178399205207825,0.13907155394554138,0.14081531763076782,0.9154250621795654,0.7327257990837097,0.34711167216300964,0.6666116118431091,0.6013744473457336,0.3468587398529053,0.5741317868232727,0.580134928226471,1.6920826435089111,1.302408218383789,0.48824986815452576,1.1687523126602173,1.3536099195480347,0.7708395719528198,1.057050108909607,1.0375787019729614,3.102854013442993,3.0036420822143555,2.1530449390411377,4.012899875640869,3.8807313442230225,4.184382438659668,3.1934213638305664,3.2110021114349365,2.1944117546081543,2.0252435207366943,4.948489665985107,3.0633716583251953,2.0596392154693604,1.2679141759872437,2.178539514541626,2.216063976287842,0
0.1778193861246109,0.16591206192970276,0.15475264191627502,0.19498325884342194,0.18759365379810333,0.13338397443294525,0.13380123674869537,0.13907155394554138,0.9152339696884155,0.7377791404724121,0.3450514078140259,0.6540992259979248,0.594498336315155,0.3300763964653015,0.5786808729171753,0.5741317868232727,1.7367730140686035,1.3118919134140015,0.48213374614715576,1.158854365348816,1.3873168230056763,0.7777662873268127,1.0704463720321655,1.057050108909607,3.063283920288086,3.0418498516082764,2.1708343029022217,3.966655731201172,3.836249828338623,4.158901691436768,3.153740167617798,3.1934213638305664,2.1533584594726562,2.023982048034668,4.895709037780762,3.049028158187866,2.023075819015503,1.245126485824585,2.1258544921875,2.178539514541626,0
0.17140062153339386,0.1552181988954544,0.14887487888336182,0.18776990473270416,0.18408335745334625,0.13644905388355255,0.12936581671237946,0.13380123674869537,0.9202239513397217,0.7452598214149475,0.3480166792869568,0.6592427492141724,0.6025856137275696,0.3351803719997406,0.5831329226493835,0.5786808729171753,1.7820056676864624,1.3233540058135986,0.48047545552253723,1.1400141716003418,1.4132089614868164,0.7741547226905823,1.0837013721466064,1.0704463720321655,3.0625510215759277,3.0775139331817627,2.1938297748565674,3.894000291824341,3.7632570266723633,4.087778568267822,3.1168298721313477,3.153740167617798,2.1181559562683105,2.0242326259613037,4.8544840812683105,3.004812479019165,1.9567081928253174,1.2044180631637573,2.08270001411438,2.1258544921875,0
0.16854813694953918,0.15433543920516968,0.14423638582229614,0.1821303516626358,0.17833295464515686,0.14554519951343536,0.1279909908771515,0.12936581671237946,0.9277512431144714,0.7583410143852234,0.3436272144317627,0.6650862693786621,0.6090314984321594,0.3387840688228607,0.586479902267456,0.5831329226493835,1.8364530801773071,1.3399280309677124,0.4790148437023163,1.1240743398666382,1.4373358488082886,0.7610089778900146,1.0957701206207275,1.0837013721466064,3.055832862854004,3.1084723472595215,2.219041585922241,3.827932834625244,3.694580078125,4.006631374359131,3.0849859714508057,3.1168298721313477,2.0785131454467773,2.027568817138672,4.800663471221924,2.9711008071899414,1.9059408903121948,1.1686724424362183,2.0402235984802246,2.08270001411438,0
0.1736113280057907,0.149538055062294,0.15435567498207092,0.1777329295873642,0.1770382523536682,0.14799679815769196,0.14210087060928345,0.1279909908771515,0.94114089012146,0.7670614719390869,0.3506340980529785,0.6706898212432861,0.6155997514724731,0.33510369062423706,0.6043967008590698,0.586479902267456,1.8922362327575684,1.3582316637039185,0.4784151017665863,1.1081868410110474,1.4620938301086426,0.7365764379501343,1.1139566898345947,1.0957701206207275,3.054635524749756,3.1404151916503906,2.2561211585998535,3.766030788421631,3.639317750930786,3.913109540939331,3.0425822734832764,3.0849859714508057,2.0360844135284424,2.012587547302246,4.7446699142456055,2.9384348392486572,1.8489866256713867,1.1291972398757935,1.9918192625045776,2.0402235984802246,0
0.21934886276721954,0.16127647459506989,0.1705857813358307,0.20561183989048004,0.17897915840148926,0.1581730842590332,0.18463453650474548,0.14210087060928345,0.8913869261741638,0.8012186884880066,0.341095507144928,0.7077783942222595,0.624729335308075,0.33901992440223694,0.5919921398162842,0.6043967008590698,2.0023107528686523,1.385485053062439,0.5186772346496582,1.1096819639205933,1.4914785623550415,0.71596759557724,1.1892772912979126,1.1139566898345947,3.0115275382995605,3.184556007385254,2.2869083881378174,3.772770404815674,3.577465295791626,3.8223824501037598,2.9386332035064697,3.0425822734832764,1.952628493309021,1.978507399559021,4.66608190536499,2.88592791557312,1.8591970205307007,1.1264586448669434,1.9112414121627808,1.9918192625045776,0
